caption	answer	add_caption	c1_variable	c1_comp	c1_condition	c2_variable	c2_comp	c2_condition	c3_variable	c3_comp	c3_condition
Антиклер	На зелених пагорбах Антіклера приховано багато старих легенд. Колись це був Райх-Градкіп, але Лорд Флайт змусив нас марширувати під іншу сурму.| Відтоді, як Лорд і Леді Флайт взяли на себе відповідальність, ми живемо за їхніми правилами. Якісь проблеми? Сподівайся, що Лицарі Вогню не почують ваших скарг.| Ми всі пам'ятаємо безлад Війни за Бетоні. Солдати Сентинела здійняли бурю прямо на наших вулицях. Лорд Флайт забезпечив нам справжній мир.| Ми молимося Марі, коли настають важкі часи. Більшість із нас можна побачити в Її храмах, де ми молимось, щоб Флайти вберегли нас від наступної великої колотнечі.	Райх-Градкіп,Лорд Флайт|Лорд Флайт,Леді Флайт,Лицарі Вогню|Війна в Бетоні,Лорд Флайт|Мара|Райх-Градкіп, Градкіпський Договір|Райх-Градкіп	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Антиклер	Антиклер - могутнє Королівство в самому серці Хай Року, повне зелених пагорбів і давньої історії. Воно називалося Райх-Градкіп, доки Лорд Флайт не став регентом.| Лорд і Леді Флайт тепер правлять в Антиклері. Лорд Оберон має тверду руку, кажуть, досить сувору, але справедливу. Тримає все під контролем після всього того безладу, що стався під час підписання договору.| Ви чули про Війну за Бетоні? Антиклер, або, краще сказати, Райх-Градкіп, намагався зберігати нейтралітет, але насильство прийшло на наші вулиці, коли солдати Сентинела влаштували безлад під час підписання мирного договору. Це були темні часи.| Ми послідовники Мари, Богині Любові. Саме Її благословення ми шукаємо в часи труднощів. Її храми - це святилище, де кожен може знайти розраду і подякувати за врожай, який вона приносить.|Лорд Флайт перейменував Райх-Градкіп на Антиклер - на честь дому своїх предків. Після трагедії під час підписання мирного договору та хаосу, що настав після цього, перейменування місця стало для нього способом почати все з чистого листа, ознаменувавши нову еру порядку під його правлінням.|Антиклер захищають Лицарі Вогню. Їх присутність гарантує, що в Королівстві панує закон і порядок, надаючи впевненість жителям на тлі нещодавніх негараздів.	Хай Рок,Райх-Градкіп,Лорд Флайт|Лорд Флайт,Леді Флайт,Градкіпський Договір|Війна в Бетоні,Райх-Градкіп,Сентинел|Мара|Лорд Флайт,Райх-Градкіп,Градкіпський Договір|Лицарі Вогню	Region Name	==	Антиклер						
Райх-Градкіп	Зміна назв нас не обдурить. Чи то Райх-Градкіп, чи то Антиклер - це та сама земля, тільки з новими господарями після кривавого Градкіпського мирного договору.|Антиклер, так вони називають Райх-Градкіп, тепер, коли Граддоки мертві, а за справу взялися Флайти.	Градкіпський Договір|-	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Райх-Градкіп	Райх-Градкіп - стара назва того, що зараз називається Антиклер. До приходу Лорда Флайта це було бурхливе Королівство під владою Лорда та Леді Граддок.|Цілком логічно, що Лорд Флайт змінив ім'я Райху-Градкіп на Антиклер, тепер, коли всі Граддоки мертві і все таке інше.	Лорд Флайт|Лорд Флайт	Region Name	==	Антиклер						
Лорд Флайт	Лорд Флайт - далекий кузен старого Лорда Граддока. Досить вдало, вам не здається? Успадкувати все це одразу після трагедії?| Відтоді, як Лорд Флайт взяв на себе відповідальність, тут панує мир і спокій.| Старий Лорд Граддок помер, і тепер править Лорд і Леді Флайт. З допомогою Лицарів Вогню, звісно.| Люди подейкують, що Лорд Флайт ховається, бо хворий на чуму. Тим часом, його дружина, Лісова Ельфійка, розгулює по ночах, викликаючи переполох. Змушує замислитися, хто ж насправді контролює ситуацію.	-|-|Лорд Флайт,Леді Флайт,Лицарі Вогню|Гільдія Злодіїв	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Лорд Флайт	Лорд Оберон Флайт став регентом Райху-Градкіп після того, як уся родина Граддоків, окрім немовляти, була вбита. Але дивно, що немовля Лорда Граддока померло так швидко після того, як прибув Лорд Флайт. Також дивно, що Лорд Флайт дуже швидко стер усю пам'ять про Граддоків, перейменувавши Райх-Градкіп на Антиклер.|Лорд Оберон Флайт - двоюрідний брат покійного лорда Граддока. Це щастя, що в родині залишився хтось, хто міг би продовжити справу, незважаючи на те, наскільки далекі родичі і наскільки дрібними були їхні попередні володіння.|Під владою Лорда Оберона Флайта Антиклер пізнав мир і стабільність, або принаймні так здається. Але не варто обманювати себе: він править залізною рукою.|Лорд Флайт привів із собою Лицарів Вогню, лицарський Орден його власної династії, коли вступив на посаду регента. Завдяки своїй кмітливості він тримає під рукою вірні йому мечі, що робить правління надійним, але викликає обурення серед тих, хто пам'ятає старі звичаї.|Лорда Флайта останнім часом мало хто бачив. Кажуть, що він прикутий до ліжка Гведойльською Чумою, а його шалена дружина, Лісова Ельфійка, розважається ночами з Гільдмейстером Гільдії Злодіїв.	Райх-Градкіп|-|-|Лицарі Вогню|Гільдія Злодіїв	Region Name	==	Антиклер						
Леді Флайт	Люди шепочуться, що Леді Флайт смикає за ниточки, поки її Лорд прикутий до ліжка через хворобу. Змушує замислитися над тим, хто тут головний.| Оскільки Лорд прикутий до ліжка, то Леді Флайт постійно перебуває в роз'їздах. Кажуть, у неї є своя рада, яка керує Антиклером. Повірте, це давно вже не секрет.| Розповідають про нічні розваги Леді Флайт, про те, як вона влаштовує вечірки зі своїми дружками з Гільдії Злодіїв. Як на мене, то це не просто чутки.| Дехто боїться вечеряти з Леді Флайт, зважаючи на казки про Лісових Ельфів та їхні дивні звички. Просто кажучи, я б двічі подумав, перш ніж приймати будь-які запрошення.	-|-|Гільдія Злодіїв|-|	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Леді Флайт	Про Леді Доріанну Флайт завжди ходять чутки. Подейкують, що вона - реальна володарка і, що вона зв'язана з Гільдією Злодіїв до якої потайки ходить по ночах. Змушує замислитися, хто ж насправді тут головний.|Хоча Лорд Флайт є представником влади, насправді Антіклером керує Леді Доріанна. Вона замінила стару раду своїми людьми після того, як Лорд Флайт захворів на Гведойльську Чуму.| Леді Доріанна Флайт - ім'я, яке викликає і повагу, і страх. Подейкують, що ночами вона перевдягається і здійснює набіги на дорогах Антиклера.|Кажуть, що Лісові Ельфи - канібали. Просто майте це на увазі, якщо Леді Флайт коли-небудь запросить вас на вечерю.	Гільдія Злодіїв|Лорд Флайт|-|-|	Region Name	==	Антиклер						
Лицарі Вогню	Лицарі Вогню протягом століть були пов'язані з королівською родиною Флайтів, а тепер вони стали захисниками земель Антиклера.		Region Name	==	Антиклер						
Градкіпський Договір	Мирні переговори щодо Війни за Бетоні перетворилися на криваву бійню саме тут. Лорд Граддок намагався залагодити ситуацію, але все закінчилося тим, що він і його родичі загинули, а в справу втрутилися Флайти.| Не згадуйте ту потворну історію з договором. Лорд і Леді Флайт повернули Антиклер на шлях істинний. Це все, що вам варто знати.| Ідея миру Лорда Граддока не сподобалася Сентинелу. Одне призвело до іншого, і ось, тепер ми маємо Флайтів на чолі. Могло бути гірше, а могло бути й краще.	Війна в Бетоні|Лорд Флайт,Леді Флайт|-	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Градкіпський Договір	Договір мав покласти край Бетонській війні, але Король Камарон Сентинельський оскаженів і кинув свої війська на Райх-Градкіп. Лорд і Леді Граддок загинули під час різанини.|Навіщо питати про ту жахливу історію? При Лорді та Леді Флайт все одно стало краще.|Наш старий Лорд Граддок намагався домовитися про справедливий мир між Даггерфоллом і Сентинелом, але все закінчилося кривавим заколотом, в результаті якого загинула вся сім'я Граддоків.	Війна в Бетоні|-|	Region Name	==	Антиклер						
Війна в Бетоні	Війна за Бетоні? Це історія про два Королівства, що зчепилися через якийсь кусок скелі. Сентинел казав, що він їхній, Даггерфолл казав протилежне. Ми просто опинилися посередині.| Король Камарон Сентинельський не відступив, і ця впертість пролилася кров'ю тут, під час підписання Градкіпського Договору.| Поле Крангайн на півночі - це місце, де Даггерфолл поклав кінець тій війні. Це все ще гарне місце для пошуку скарбів з поля бою, якщо ви не проти покопатися в трупах.	-|Градкіпський Договір|-	Region Name	==	Антиклер	Faction Social Group	==	1|4			
Війна в Бетоні	Війна за Бетоні - це коли Сентинел і Даггерфолл зчепилися за клаптик землі. Сентинел стверджував, що це їхня земля за якимось старим договором, але з нашої позиції в Антиклері це виглядало просто, як звичайна жадібність.|Саме відмова Короля Камарона піти на поступки щодо Бетоні призвела до всіх цих неприємностей.|Війна за Бетоні закінчилася неподалік в битві на Крангайнському полі. Коли Король Готфрід убив Короля Камарона у поєдинку один на один, будь-хто міг переконатися, що Даггерфолл переміг.	-|Градкіпський Договір, Райх-Градкіп|Битва на Крангайнському Полі	Region Name	==	Антиклер						
Битва на Крангайнському Полі	Вирішальний момент битви на Крангайнському полі настав після смерті Короля Лізандуса, коли Принц Готфрід, щойно коронований у розпал битви, зійшовся у двобої з Королем Камароном Сентинельським. Перемога Готфріда не лише дозволила йому помститися за свого батька, але й фактично завершила війну за Бетоні.|Битва на Полі Крангайна була хаотичною через раптовий густий туман. Під час неї Король Лісандус був смертельно поранений, а Принц Готфрід був коронований як Король Даггерфоллу.|Битва на Полі Крангайн стала останньою і вирішальною сутичкою Війни за Бетоні. Перемога Даггерфоллу поклала край запеклій боротьбі.		Region Name	==	Антиклер						
Антифіллос	Тут, в Антифіллосі, похований великий редгардський герой Дівад Хундінг.|Могутня богиня Мара є покровителькою Антифіллоса! Лицарі Яструба захищають Антифіллос від усіх, хто може завдати Їй шкоди.|Лорди Антифіллоса колись правили усім Хаммерфеллом. Вони родичі королівської сім'ї Сентинела.|За легендами, загублена могила Дівада Хундінга знаходиться десь в Антифіллосі.|Графиня Антифілоська є членом однієї з найстаріших династій Редгардів. Вона може простежити свій родовід аж до часів Йокуди.|Графиня та її придворні можуть довго розповідати про своє славне минуле та предків, але давайте будемо чесними: сьогодні Антифіллос - це нікому не потрібне дрібне Графство.|Багато шукачів пригод і розкрадачів могил мандрували пустелею в надії знайти легендарну гробницю Дівада Хундінга. Багато з них померли там повільною смертю, і ніхто з них так нічого і не знайшов.|Антифіллос має славне минуле. Але сьогодення вже не таке яскраве.|Ми пишаємося тим, що ми Редгарди, тут, в Антіфілосі. Ми поважаємо наших предків і шануємо нашу славну історію.|Лицарі Яструба виступають як благородні воїни і захисники Графства і королівської сім'ї Антифіллоса.	Редгарди,Дівад Хундінг|Мара|Лицарі Яструба|Хаммерфелл,Сентинел|Дівад Хундінг|Редгарди,Йокуда|-|Дівад Хундінг|-|Редгарди|Лицарі Яструба	Region Name	==	Антифіллос						
Лицарі Яструба	Шляхетні воїни Ордену Яструба є захисниками міста та королівської родини Антифіллоса. Багато хто з них з дитинства тренувався, щоб вступити до цього лицарського Ордену, заради честі та престижу.|Лицарів Яструба відбирають з найкращих і найблагородніших воїнів Антифіллоса.|The Order of the Hawk is a prestigious knightly order, but its fame is fading away.|Орден Яструба має багату і славну історію.|Лицарі Яструба намагаються йти слідами Дівада Хундінга.|Лицарі Яструба пишаються своїм славним минулим, але останнім часом вони не так вже й багато зробили.	-|-|-|-|Дівад Хундінг|-									
Дівад Хундінг	Дівад Хундінг був сином Фандара Хундінга і легендарним мечником. Він допоміг батькові перемогти Імператора Хіру, а згодом став одним із засновників Хаммерфелла.|Ви ніколи не чули про Співця Меча Дівада Хундінга? Він допоміг створити новий дім для наших людей тут, у Хаммерфеллі.|Легенда свідчить, що Дівад Хундінг зруйнував панування гоблінів у Хаммерфеллі п'ятьма могутніми мечами, які він виготовив власноруч.	Фандар Хундінг,Хаммерфелл|Хаммерфелл|Хаммерфелл	Region Name	==	Антифіллос						
свята	На 12-й день Високого Сонця ми святкуємо Дівад Етеп'т на честь Дівада Хундінга, одного з перших редгардських героїв. Його могила тут, в Антифіллосі, є священним місцем.	Дівад Хундінг, Редгарди	Region Name	==	Антифіллос						
відьми	Якщо ви шукаєте Ковен Піску, то вирушайте до Вічного Сходу Мари і йдіть на північний схід.		Region Name	==	Антифіллос						
Аясофія	Ми - жителі регіону Аясофія - живемо мечем і вітрилом.|В Аясоф'ї шанують Богиню-Матір Мару.	-|Мара	Region Name	==	Аясофія						
свята	Щорічно на 2-й день Останнього Висіву Аясофія святкує День Діви Катріки, вшановуючи відважну молоду воїтельку, яка колись давно врятувала наше Графство від флоту Сентинела.		Region Name	==	Аясофія						
Бергама	Бергама? Тут спекотно і пильно, але зате це рідний дім. Остерігайтеся піщаних бурь.|Ми знаходимося прямо посеред Пустелі Алік'р. Гарне місце, якщо ви любите спеку і пісок.|У нас пристойні ринки. Можна знайти рідкісні речі, якщо добре пошукати.|Спека тут така, що може звести з розуму, якщо ви до неї не звикли.|Якщо будете проїздом, завітайте на ринок. Там ви знайдете речі, про необхідність яких ви навіть не здогадувалися.|Слідкуйте за піском у ваших черевиках. Він потрапляє всюди!|Акатош - Бог-Покровитель Бергами. 	-|Пустеля Алік'р|-|-|-|-|Акатош	Region Name	==	Бергама						
Бетоні	Бетоні відоме своєю риболовлею. У нас найкращі вилови у всій затоці Іліак.  |Риболовля - це наше життя тут, в Бетоні. У кожній родині є хтось, хто плаває по морях.  |Якщо ви прийшли послухати історії про війну за Бетоні, то ви не в тому місці. Тут не було ніяких боїв.|SЗ часів війни за Бетоні у нас скрізь розставлені солдати Даггерфоллу. Їх важко не помітити.|Раніше на Бетоні було кілька рибальських сіл і паб. Зараз це найбільший гарнізон Даггерфоллу по цей бік затоки Іліак.  |Ми на Бетоні завжди поклонялися Марі. Вона - та, що наглядає за нашими сім'ями і нашими рибалками.|Спокій Мари був порушений тут, зовсім не через війну. Сподіваємося, що вона скоро його відновить.  |Той жрець Даггерфоллу, Ванех, все теревенить про Кінарет. Здається, Даггерфолл хоче, щоб вона стала нашою головною Богинею.  |Ми поклоняємося Марі тут, на Бетоні. Але тепер цей жрець Даггерфоллу, Ванех, намагається зробити Кінарет головною Богинею. Це все політика.  |Відтоді, як приїхав Ванех, почали багато говорити про вітри Кінарет.  |Гарнізон Даггерфоллу стежить за порядком, але так дивно чути, як вони марширують нашими тихими маленькими містечками.  |Вплив Даггерфоглу стає все сильнішим з кожним днем. Вони навіть хочуть змінити наших богів.  |Бетоні було тихим місцем, де жили переважно рибалки та їхні родини. Тепер, коли солдати Даггерфоллу повсюди, воно стало не таким тихим.	|-|Війна в Бетоні|Війна в Бетоні,Даггерфолл|Даггерфолл|Мара|Мара|Даггерфолл,Ванех,Кінарет|Мара,Даггерфолл,Ванех,Кінарет|Ванех,Кінарет|Даггерфолл|Даггерфолл|Даггерфолл	Region Name	==	Бетоні						
Лорд Могреф	Солдати Даггерфоллу дозволили йому вдавати, що він все ще головний.|Можливо, він не найрозумніший, хай благословить його Мара, але в його серці завжди були лише інтереси Бетоні.|Він все ще Лорд Бетоні, але солдати Даггерфоллу не підкоряються його наказам.	Даггерфолл|Мара|Даггерфолл	Region Name	==	Бетоні						
Війна в Бетоні	Все почалося, коли Лорд Могреф звернувся до Даггерфоллу по допомогу проти піратів. Наступне, що ми дізналися, це те, що ми опинилися в центрі війни між Даггрфоллом і Сентинелом!|Лорд Могреф попросив Даггерфолл захистити нас від піратів. Тоді Сентинел висунув претензії на Бетоні на підставі якогось давнього договору. Але що толку від старих папірців проти піратських мечів?|Війна за Бетоні, можливо, і велася за Бетоні, але всі бойові дії відбувалися деінде.|Хіба ви не знаєте? Лорд Могреф звернувся до Даггерфоллу по допомогу проти піратів. Натомість вони використали це як привід, щоб захопити контроль.	Лорд Могреф,Даггерфолл,Сентинел|Лорд Могреф,Даггерфолл,Сентинел|-|Лорд Могреф,Даггерфолл	Region Name	==	Бетоні						
Кінарет	Якщо ми відкинемо Мару, то не буде врожаю, але якщо ми відкинемо Кінарет, то вітри і моря обернуться проти нас. Що ж нам робити?|Було достатньо того, що Сентинел і Даггерфолл воювали за Бетоні. Тепер же за нас б'ються самі Богині!|Ванех проповідує Кінарет, але більшість з нас не може собі уявити, як можна повернутися спиною до Мари.	Мара|Сентинел,Даггерфолл|Ванех,Мара	Region Name	==	Бетоні						
Даггерфолл	Кажуть, що армії Даггерфоллу могутні. Зрештою, вони виграли війну за Бетоні.|Їхні солдати завжди вихваляються багатством і могутністю Даггерфоллу. Цікаво, що вони запланували для Бетоні.|Даггерфолл зараз захищає нас від піратів, але хто захистить нас від Даггерфоллу?	Війна в Бетоні|-|-	Region Name	==	Бетоні						
Ванех	Він священик Кінарет, який прийшов з гарнізоном Даггерфоллу.|Я мало про нього знаю. І не хочу, навіть, нічого чути про нього.	Кінарет,Даггерфолл|-	Region Name	==	Бетоні						
Бхоріан	Ми завжди молимося Стендарру тут, у Бхоріані.|Мандрівники рідко бувають у Бхоріані. Це не дуже відоме і не дуже багате місце.|Скромне Графство зі скромними людьми. Ніяких великих Лордів чи Леді, про яких можна було б говорити.|Графство Бхоріан простягається прямо вздовж північного узбережжя затоки. Чудові краєвиди, але не більше того.|Воно не багате і не бідне, не сильне і не слабке, воно просто... існує.	Стендарр|-|-|-|-	Region Name	==	Бхоріан						
Даенія	Данія - це переважно ліс, гарне місце для полювання, якщо ви знаєте, де шукати.|У Даенії мало що змінюється, але коли це відбувається, то зазвичай через якусь сварку з Даггерфоллом.|Це досить спокійне місце, якщо ви не боїтеся випадково зустріти бандита або дику істоту.|Слідкуйте за дорогами. Бандити зустрічаються часто, і вони знають ліс краще, ніж будь-хто інший.|Суперечки в Денії трапляються рідко, бо Джуліанос вчить нас шляху порозуміння та компромісів.	-|Даггерфолл|-|-|Джуліанос	Region Name	==	Даенія						
відьми	Якщо ви шукаєте відьом, то знайдете їх у лісі на південь від Маєтку Грінхем.		Region Name	==	Даенія						
Дак'фрон	Ви не знайдете тут величних храмів, лише скромні святині Стендарра, розкидані по всьому місту.|Дак'фрон - суворе місце, здебільшого безплідне і засушене до кісток.|У Дак'фроні мало що росте. Навіть скорпіони віддають перевагу Алік'рі через зеленіші місця.|Аметисти Дак'фрона такі ж прекрасні, як і будь-які інші, що ви знайдете в Хаммерфеллі. Тільки витривалі та відчайдушні живуть у цьому місці.|У безкрайніх пустках Дак'фрона, зазвичай, знаходять притулок повстанці та розбійники.|У пустелі ви знайдете більше гостинності, ніж у тутешніх містах.|Небагато хто приїжджає сюди за власним бажанням, і ще менше залишається.	Стендарр|Пустеля Алік'р|Хаммерфелл|-|-|-|-	Region Name	==	Дак'фрон						
відьми	Кажуть, що відлюдник, який живе в Халупі Старого Фелпга, знає, де живуть Сестри Кікос.		Region Name	==	Дак'фрон						
Двіннен	Земля тут повна солдатів, полеглих у незліченних битвах. Може, тому наші врожаї ростуть так добре?|Ми поклоняємося Джуліаносу, він вчить нас, як захищатися від нечистої магії.|Першого Барона Двіннена звали Отрок. Він переміг Каморана Узурпатора та його Кошмарне Воїнство.|Двіннен - тихе місце. Воно розташоване на узбережжі і оточено густими лісами та пагорбами.|Більшість днів тут тихо, за винятком шуму вітру в деревах та дивного виття з лісу.|У нас густі ліси, де навіть у літній час темніше, ніж ви можете собі уявити.|Наше Баронство не є найбільшою вотчиною Хай Року, але воно залишило свій слід в історії Тамріеля.|Перший Барон Двіннена заснував Орден Ворона і переміг армію нежиті, Кошмарне Воїнство. Відтоді його спадкоємці правлять і захищають Двіннен.	-|Джуліанос|Барон Отрок,Каморан Узурпатор,Кошмарне Воїнство|-|-|-|Хай Рок|Орден Ворона,Кошмарне Воїнство	Region Name	==	Двіннен						
Орден Ворона	Лицарі Ворона є посвяченими захисниками Баронства Двіннен протягом кількох сотень років.|Орден Ворона - легендарний Орден, який воював поряд з Бароном Отроком у його битві проти Кошмарного Воїнства.|Лицарі Ворона - легендарні мисливці на монстрів. Саме завдяки їм у лісах Двіннена панує мир.	-|Барон Отрок, Кошмарне Воїнство|-									
Гленпоінт	Мандрівники з Даггерфоллу можуть подумати, що Гленпоінт - це глухий закуток, але ми значно вищі за цих пихатих придурків.|Будьте обережні, якщо подорожуєте пагорбами. У нас проблеми з кількома бандами Гігантів.|У цих місцях була страчена Імператриця Кінтіра ІІ. Дехто каже, що досі відчуває, як її тінь плаче ночами.|Під час Війни за Бетоні ці ідіоти з Даггерфоллу та Сентинела воювали на наших землях. Вони залишили по собі справжній безлад, який нам тепер доведеться розгрібати.|Більша частина району Гленпойнт - дика. Ліси темні і густі, а пагорби повні монстрів і диких звірів.|Бретонці цього регіону витривалі та працьовиті. Ми слідуємо заповітам Зенітара "Працюйте наполегливо, і ви будете винагороджені".|Можу сказати вам так: ми найкращі лісничі та мисливці Хай Року.|Під час подорожі не сходьте зі стежки. Повірте, ви не захочете загубитися вночі в темних лісах Гленпойнта.|Лицарі Сови захищають нашого Маркіза і наші кордони. Це велика удача, що такі достойні лицарі присягнулися захищати нас.	Даггерфолл|-|Імператриця Кінтіра ІІ|Даггерфолл|-|Бретонці,Зенітар|Хай Рок|-|Лицарі Сови	Region Name	==	Гленпоінт						
Даггерфолл	У цих краях не надто люблять Даггерфолл. Чесно кажучи, будь-кому не сподобається зарозумілий сусід, чи не так?		Region Name	==	Гленпоінт						
Лицарі Сови	Лише ті, хто має досконалі бойові навички та відданий благополуччю Гленпойнта, можуть бути прийняті до Лицарів Сови.|Лицарі Сови - це королівський ескорт Маркіза, до якого ставляться з безпрецедентною повагою в усьому Гленпойнті.|Лицарі Сови - найкращі та найпочесніші лицарі регіону Гленпойнт та провінції Хай Рок.|Лицарі Сови патрулюють наші дороги та кордони, але вони не можуть бути всюди одночасно.|Один Лицар Сови вартий десяти Лицарів Дракона.		Region Name	==	Гленпоінт						
Кайру	Гавані Кайру завжди зайняті, кораблі приходять і відходять. Ми відомі як вправні торговці в усьому Хаммерфеллі.|Кайру - багате Баронство. Торгівля приносить стабільну роботу в усі його порти. Завдяки Зенітару ми маємо безпечні торгові шляхи і золото, що тече в наші порти.|Зенітар вчить нас, що шлях до миру і процвітання лежить через сумлінну працю і чесний прибуток. Ми завжди слідували його вченню, і саме тому Кайру процвітає.|Моряки з Абібон-Гори завжди хваляться своїми човнами. Ну... Їхні кораблі, може, й швидкі, але наші перевозять удесятеро більше вантажу, хех?|Ніхто, крім бандитів і волоцюг, не подорожує пустелею. Набагато простіше подорожувати від порту до порту.|В оточенні Баронеси багато впливових купців. Дехто глузує з неї за це. Але справжня влада в Кайру належить купцям, і вона це знає.|У 20-й день Вечірньої Зорі ми святкуємо свято під назвою Чіл'а. Це одна з найвідоміших вечірок затоки!|"Чесна праця і чесний прибуток", чи не так? Звісно, товсті купці з Кайру заробляють чималі гроші. Але чи чесно? Я так не думаю.|У Кайру купці слідкують за своїми скарбами, але не за дружинами. Кажуть, вони влаштовують пишні вечірки у своїх маєтках.	Хаммерфелл,-|Зенітар|Зенітар|Абібон-Гора|-|-|свята|-|-	Region Name	==	Кайру						
свята	У 20-й день Вечірньої Зорі в Кайру відбувається особлива подія, яка називається Чіл'а. Це свято нового року в Баронстві, яке є водночас і сакральним днем, і святом. Протоієрей і Баронеса освячують попіл старого року в урочистій церемонії, а після цього відбуваються вуличні паради, бали і турніри, які завершують свято.		Region Name	==	Кайру						
Лейнлін	Лейнлін знаходиться посеред джунглів, на тлі гір Хвоста Дракона. Тут виживають лише сильні духом.| Барон Шрайк керує Лейнліном. Зробите один невірний крок, і ви відчуєте на собі чобіт його лицарів.| Жити в Лейнліні - означає бути свідком божественної мудрості Джуліаноса в людській подобі, завдяки завжди продуманому правлінню Барона Шрайка. | Барон Шрайк вичавлює з торгівлі все до останньої копійки своїми захмарними податками. Ми всі відчуваємо на собі його тиск.| Якщо в Лейнліні ви не спотикаєтесь об коріння, то пригинаєтесь від гілок. Це місце не для слабких.| Не довіряйте нікому в Лейнліні. Навіть ваша власна тінь може донести на вас Барону, якщо матиме змогу.| Слава Барону Шрайку, світочу порядку! Його правління шляхетне і мудре!| Господарі Рогу - це очі і кулаки Барона Шрайка. Я не буду говорити про них погано. Ні, сер, мені мої ноги подобаються без ланцюгів. | У Лейнліні настала золота ера! Кожен день кращий за попередній, якщо ти дотримуєшся правил, сплачуєш податки і не потикаєш носа куди не слід.	-| Барон Шрайк|Джуліанос,Барон Шрайк|Барон Шрайк|-|-|Барон Шрайк|Господарі Рогу,Барон Шрайк|-	Region Name	==	Лейнлін	Faction Social Group	==	1|4			
Лейнлін	Лейнлін знаходиться впритул до гір Драконячого Хвоста, вкритих густими тропічними лісами. Сувора земля, але вона робить нас витривалими людьми.| Барон Шрайк править Лейнліном так, ніби володіє кожною травинкою і кожним деревом. Його слово тут - закон, і його лицарі стежать за тим, щоб ми про це не забували.| Ми слідуємо за Джуліаносом, Богом Мудрості та Логіки.| Торгівля - наш життєвий шлях, але податки Барона Шрайка душать його. Він наповнює свою казну, поки ми ледве зводимо кінці з кінцями.| Тропічні ліси та скелясті пагорби - це Лейнлін. Займатись фермерством - це ризик, а подорожувати тут взагалі небезпечно.| У Лейнліні мало спокою. Люди озираються через плече, і навіть сім'ї не повністю довіряють одне одному.|Лейнлін процвітає під суворим і пильним оком нашого великого Барона Шрайка. Його тверде правління гарантує, що порядок панує в кожному куточку нашого Баронства. Хто може мріяти про кращого лідера?| Господарі Рогу, наші благородні захисники, є сильною рукою правосуддя тут, у Лейнліні. Ми спимо спокійно, знаючи, що вони завжди пильні, завжди присутні.| У Лейнліні настала золота ера! Кожен день кращий за попередній, якщо ти дотримуєшся правил, сплачуєш податки і не потикаєш носа куди не слід.	-| Барон Шрайк|Джуліанос|Барон Шрайк|-|-|Барон Шрайк|Господарі Рогу|-	Region Name	==	Лейнлін						
